PO_ID,PART_GLOBAL_ID,SUPPLIER_ID,QUANTITY,UNIT_PRICE,TOTAL_AMOUNT,PO_STATUS,CREATED_AT,APPROVED_AT,RECEIVED_AT,IS_MAVERICK
PO000219,G000000218,SUP007,88,85.58,7531.04,approved,2025-11-16 00:00:00,2025-11-18 00:00:00,,False
PO000220,G000000219,SUP001,220,173.47,38163.4,approved,2025-08-16 00:00:00,2025-08-21 00:00:00,,False
PO000221,G000000220,SUP012,411,210.28,86425.08,received,2025-06-08 00:00:00,2025-06-12 00:00:00,2025-07-01 00:00:00,False
PO000222,G000000221,SUP010,235,215.83,50720.05,received,2025-07-15 00:00:00,2025-07-20 00:00:00,2025-08-29 00:00:00,False
PO000223,G000000222,SUP003,428,101.87,43600.36,approved,2025-05-09 00:00:00,2025-05-10 00:00:00,,False
PO000224,G000000223,SUP006,293,421.42,123476.06,approved,2025-09-22 00:00:00,2025-09-23 00:00:00,,False
PO000225,G000000224,SUP003,149,210.45,31357.05,received,2025-08-12 00:00:00,2025-08-13 00:00:00,2025-09-03 00:00:00,False
PO000226,G000000225,SUP006,486,26.6,12927.6,received,2025-09-15 00:00:00,2025-09-18 00:00:00,2025-10-10 00:00:00,False
PO000227,G000000226,SUP002,201,112.67,22646.67,received,2025-02-20 00:00:00,2025-02-23 00:00:00,2025-03-11 00:00:00,True
PO000228,G000000227,SUP005,479,375.95,180080.05,approved,2025-03-13 00:00:00,2025-03-17 00:00:00,,False
PO000229,G000000228,SUP001,473,49.46,23394.58,received,2025-03-18 00:00:00,2025-03-23 00:00:00,2025-05-07 00:00:00,False
PO000230,G000000229,SUP002,407,140.32,57110.24,received,2025-01-25 00:00:00,2025-01-27 00:00:00,2025-03-01 00:00:00,False
PO000231,G000000230,SUP010,244,42.32,10326.08,approved,2025-09-13 00:00:00,2025-09-18 00:00:00,,False
PO000232,G000000231,SUP011,273,265.15,72385.95,approved,2025-05-30 00:00:00,2025-06-03 00:00:00,,True
PO000233,G000000232,SUP006,133,263.24,35010.92,received,2025-12-09 00:00:00,2025-12-10 00:00:00,2026-01-19 00:00:00,False
PO000234,G000000233,SUP002,498,243.84,121432.32,received,2025-09-17 00:00:00,2025-09-22 00:00:00,2025-09-30 00:00:00,False
PO000235,G000000234,SUP008,32,291.52,9328.64,draft,2025-05-10 00:00:00,,,False
PO000236,G000000235,SUP006,413,44.39,18333.07,received,2025-12-03 00:00:00,2025-12-04 00:00:00,2026-01-17 00:00:00,False
PO000237,G000000236,SUP006,78,34.29,2674.62,received,2025-11-26 00:00:00,2025-11-28 00:00:00,2026-01-03 00:00:00,False
PO000238,G000000237,SUP008,333,94.29,31398.57,received,2025-08-23 00:00:00,2025-08-24 00:00:00,2025-09-18 00:00:00,False
PO000239,G000000238,SUP004,463,33.23,15385.49,draft,2025-09-21 00:00:00,,,False
PO000240,G000000239,SUP009,252,125.19,31547.88,approved,2025-04-08 00:00:00,2025-04-11 00:00:00,,False
PO000241,G000000240,SUP001,453,300.24,136008.72,received,2025-07-08 00:00:00,2025-07-12 00:00:00,2025-08-13 00:00:00,False
PO000242,G000000241,SUP007,183,438.57,80258.31,received,2025-09-12 00:00:00,2025-09-15 00:00:00,2025-10-25 00:00:00,True
PO000243,G000000242,SUP002,382,199.66,76270.12,received,2025-04-03 00:00:00,2025-04-08 00:00:00,2025-05-03 00:00:00,True
PO000244,G000000243,SUP002,177,302.5,53542.5,received,2025-11-05 00:00:00,2025-11-09 00:00:00,2025-11-26 00:00:00,False
PO000245,G000000244,SUP006,238,33.42,7953.96,draft,2025-06-30 00:00:00,,,False
PO000246,G000000245,SUP007,150,293.17,43975.5,approved,2025-01-30 00:00:00,2025-01-31 00:00:00,,False
PO000247,G000000246,SUP007,196,238.19,46685.24,approved,2025-03-23 00:00:00,2025-03-24 00:00:00,,True
PO000248,G000000247,SUP010,357,354.87,126688.59,received,2025-02-04 00:00:00,2025-02-06 00:00:00,2025-03-08 00:00:00,False
PO000249,G000000248,SUP010,26,278.22,7233.72,approved,2025-07-09 00:00:00,2025-07-12 00:00:00,,False
PO000250,G000000249,SUP002,303,74.9,22694.7,received,2025-06-10 00:00:00,2025-06-13 00:00:00,2025-07-05 00:00:00,False
PO000251,G000000250,SUP001,386,95.93,37028.98,received,2025-10-15 00:00:00,2025-10-16 00:00:00,2025-11-08 00:00:00,False
PO000252,G000000251,SUP012,238,108.34,25784.92,approved,2025-09-09 00:00:00,2025-09-11 00:00:00,,True
PO000253,G000000252,SUP002,241,90.11,21716.51,approved,2025-02-14 00:00:00,2025-02-17 00:00:00,,False
PO000254,G000000253,SUP012,43,254.25,10932.75,received,2025-06-03 00:00:00,2025-06-05 00:00:00,2025-06-23 00:00:00,False
PO000255,G000000254,SUP009,124,67.79,8405.96,received,2025-03-13 00:00:00,2025-03-15 00:00:00,2025-04-22 00:00:00,True
PO000256,G000000255,SUP009,303,175.48,53170.44,approved,2025-10-10 00:00:00,2025-10-12 00:00:00,,False
PO000257,G000000256,SUP002,43,149.54,6430.22,draft,2025-09-03 00:00:00,,,False
PO000258,G000000257,SUP007,431,265.08,114249.48,received,2025-06-12 00:00:00,2025-06-13 00:00:00,2025-07-18 00:00:00,False
PO000259,G000000258,SUP009,186,70.83,13174.38,approved,2025-10-10 00:00:00,2025-10-15 00:00:00,,False
PO000260,G000000259,SUP003,231,233.75,53996.25,draft,2025-03-05 00:00:00,,,False
PO000261,G000000260,SUP005,94,85.46,8033.24,draft,2025-04-26 00:00:00,,,True
PO000262,G000000261,SUP009,468,138.56,64846.08,received,2025-04-11 00:00:00,2025-04-16 00:00:00,2025-05-10 00:00:00,False
PO000263,G000000262,SUP005,324,247.06,80047.44,received,2025-03-28 00:00:00,2025-04-02 00:00:00,2025-05-16 00:00:00,True
PO000264,G000000263,SUP011,329,328.48,108069.92,approved,2025-10-16 00:00:00,2025-10-17 00:00:00,,False
PO000265,G000000264,SUP001,51,34.78,1773.78,approved,2025-10-23 00:00:00,2025-10-26 00:00:00,,False
PO000266,G000000265,SUP010,223,283.88,63305.24,received,2025-11-18 00:00:00,2025-11-23 00:00:00,2025-12-18 00:00:00,False
PO000267,G000000266,SUP005,257,121.52,31230.64,approved,2025-07-27 00:00:00,2025-07-30 00:00:00,,False
PO000268,G000000267,SUP012,40,83.76,3350.4,received,2025-08-26 00:00:00,2025-08-28 00:00:00,2025-09-25 00:00:00,False
PO000269,G000000268,SUP006,451,327.49,147697.99,approved,2025-06-26 00:00:00,2025-06-30 00:00:00,,False
PO000270,G000000269,SUP006,273,259.32,70794.36,received,2025-08-27 00:00:00,2025-08-28 00:00:00,2025-09-21 00:00:00,False
PO000271,G000000270,SUP003,59,37.01,2183.59,draft,2025-11-12 00:00:00,,,False
PO000272,G000000271,SUP003,426,157.43,67065.18,received,2025-06-10 00:00:00,2025-06-12 00:00:00,2025-06-29 00:00:00,False
PO000273,G000000272,SUP009,249,231.96,57758.04,received,2025-01-12 00:00:00,2025-01-13 00:00:00,2025-02-14 00:00:00,False
PO000274,G000000273,SUP004,120,268.75,32250.0,received,2025-05-25 00:00:00,2025-05-29 00:00:00,2025-07-13 00:00:00,False
PO000275,G000000274,SUP011,354,219.71,77777.34,received,2025-02-25 00:00:00,2025-03-01 00:00:00,2025-03-16 00:00:00,False
PO000276,G000000275,SUP012,197,347.28,68414.16,received,2025-07-25 00:00:00,2025-07-26 00:00:00,2025-09-07 00:00:00,False
PO000277,G000000276,SUP006,293,140.54,41178.22,received,2025-08-19 00:00:00,2025-08-24 00:00:00,2025-09-17 00:00:00,False
PO000278,G000000277,SUP010,358,280.8,100526.4,received,2025-02-19 00:00:00,2025-02-23 00:00:00,2025-03-25 00:00:00,False
PO000279,G000000278,SUP006,295,423.44,124914.8,approved,2025-04-12 00:00:00,2025-04-17 00:00:00,,False
PO000280,G000000279,SUP009,30,34.71,1041.3,received,2025-06-20 00:00:00,2025-06-24 00:00:00,2025-08-03 00:00:00,False
PO000281,G000000280,SUP010,467,239.24,111725.08,received,2025-11-10 00:00:00,2025-11-13 00:00:00,2025-11-30 00:00:00,False
PO000282,G000000281,SUP010,388,381.53,148033.64,received,2025-09-17 00:00:00,2025-09-22 00:00:00,2025-11-02 00:00:00,False
PO000283,G000000282,SUP010,163,221.58,36117.54,received,2025-06-19 00:00:00,2025-06-20 00:00:00,2025-07-23 00:00:00,False
PO000284,G000000283,SUP012,456,314.3,143320.8,received,2025-08-31 00:00:00,2025-09-03 00:00:00,2025-10-17 00:00:00,False
PO000285,G000000284,SUP012,36,268.83,9677.88,received,2025-11-19 00:00:00,2025-11-24 00:00:00,2025-12-25 00:00:00,True
PO000286,G000000285,SUP011,134,28.73,3849.82,draft,2025-02-26 00:00:00,,,False
PO000287,G000000286,SUP008,170,197.17,33518.9,received,2025-04-15 00:00:00,2025-04-19 00:00:00,2025-05-28 00:00:00,False
PO000288,G000000287,SUP008,456,384.04,175122.24,approved,2025-03-12 00:00:00,2025-03-17 00:00:00,,False
PO000289,G000000288,SUP006,349,223.09,77858.41,received,2025-03-30 00:00:00,2025-04-03 00:00:00,2025-05-14 00:00:00,False
PO000290,G000000289,SUP006,356,350.82,124891.92,approved,2025-11-26 00:00:00,2025-11-29 00:00:00,,False
PO000291,G000000290,SUP004,500,122.24,61120.0,received,2025-04-26 00:00:00,2025-04-29 00:00:00,2025-05-24 00:00:00,False
PO000292,G000000291,SUP012,370,227.72,84256.4,received,2025-10-14 00:00:00,2025-10-17 00:00:00,2025-11-11 00:00:00,True
PO000293,G000000292,SUP011,288,180.17,51888.96,draft,2025-06-26 00:00:00,,,False
PO000294,G000000293,SUP003,158,33.3,5261.4,draft,2025-02-10 00:00:00,,,True
PO000295,G000000294,SUP008,345,126.55,43659.75,received,2025-04-14 00:00:00,2025-04-19 00:00:00,2025-05-13 00:00:00,False
PO000296,G000000295,SUP012,149,74.71,11131.79,approved,2025-10-28 00:00:00,2025-10-30 00:00:00,,True
PO000297,G000000296,SUP011,473,246.0,116358.0,approved,2025-01-27 00:00:00,2025-01-28 00:00:00,,False
PO000298,G000000297,SUP012,251,58.74,14743.74,approved,2025-01-03 00:00:00,2025-01-08 00:00:00,,False
PO000299,G000000298,SUP003,218,299.01,65184.18,draft,2025-09-01 00:00:00,,,False
PO000300,G000000299,SUP004,397,434.3,172417.1,received,2025-11-27 00:00:00,2025-11-28 00:00:00,2025-12-10 00:00:00,False
PO000301,G000000300,SUP004,283,336.33,95181.39,draft,2025-01-20 00:00:00,,,False
PO000302,G000000301,SUP003,223,398.78,88927.94,received,2025-01-19 00:00:00,2025-01-23 00:00:00,2025-03-02 00:00:00,True
PO000303,G000000302,SUP012,456,417.83,190530.48,draft,2025-01-05 00:00:00,,,True
PO000304,G000000303,SUP010,64,418.88,26808.32,received,2025-08-21 00:00:00,2025-08-26 00:00:00,2025-10-05 00:00:00,False
PO000305,G000000304,SUP003,445,234.33,104276.85,received,2025-02-27 00:00:00,2025-03-02 00:00:00,2025-03-19 00:00:00,False
PO000306,G000000305,SUP011,141,327.59,46190.19,received,2025-06-22 00:00:00,2025-06-25 00:00:00,2025-08-07 00:00:00,False
PO000307,G000000306,SUP004,99,280.77,27796.23,approved,2025-07-27 00:00:00,2025-07-31 00:00:00,,False
PO000308,G000000307,SUP002,215,306.13,65817.95,received,2025-03-13 00:00:00,2025-03-17 00:00:00,2025-04-13 00:00:00,False
PO000309,G000000308,SUP001,143,181.85,26004.55,received,2025-05-17 00:00:00,2025-05-20 00:00:00,2025-06-15 00:00:00,False
PO000310,G000000309,SUP010,15,128.78,1931.7,received,2025-05-01 00:00:00,2025-05-02 00:00:00,2025-05-16 00:00:00,False
PO000311,G000000310,SUP003,217,313.44,68016.48,draft,2025-06-09 00:00:00,,,False
PO000312,G000000311,SUP011,479,424.18,203182.22,received,2025-04-24 00:00:00,2025-04-26 00:00:00,2025-05-11 00:00:00,False
PO000313,G000000312,SUP008,392,445.14,174494.88,received,2025-10-09 00:00:00,2025-10-13 00:00:00,2025-11-23 00:00:00,False
PO000314,G000000313,SUP004,400,122.65,49060.0,approved,2025-02-11 00:00:00,2025-02-16 00:00:00,,False
PO000315,G000000314,SUP012,195,48.97,9549.15,received,2025-02-01 00:00:00,2025-02-06 00:00:00,2025-03-17 00:00:00,True
PO000316,G000000315,SUP009,86,86.57,7445.02,draft,2025-08-15 00:00:00,,,False
PO000317,G000000316,SUP004,377,268.67,101288.59,received,2025-09-19 00:00:00,2025-09-23 00:00:00,2025-10-03 00:00:00,False
PO000318,G000000317,SUP009,222,213.71,47443.62,received,2025-08-25 00:00:00,2025-08-28 00:00:00,2025-09-05 00:00:00,False
PO000319,G000000318,SUP001,391,109.79,42927.89,received,2025-08-05 00:00:00,2025-08-08 00:00:00,2025-08-19 00:00:00,False
PO000320,G000000319,SUP001,488,403.99,197147.12,draft,2025-08-30 00:00:00,,,True
PO000321,G000000320,SUP007,102,349.5,35649.0,approved,2025-11-27 00:00:00,2025-12-01 00:00:00,,False
PO000322,G000000321,SUP007,239,393.28,93993.92,draft,2025-07-12 00:00:00,,,True
PO000323,G000000322,SUP011,457,249.6,114067.2,approved,2025-06-28 00:00:00,2025-06-29 00:00:00,,False
PO000324,G000000323,SUP009,211,245.05,51705.55,approved,2025-04-25 00:00:00,2025-04-26 00:00:00,,False
PO000325,G000000324,SUP005,247,307.97,76068.59,received,2025-09-30 00:00:00,2025-10-04 00:00:00,2025-10-25 00:00:00,True
PO000326,G000000325,SUP006,89,134.91,12006.99,draft,2025-02-27 00:00:00,,,True
PO000327,G000000326,SUP011,224,282.49,63277.76,draft,2025-01-09 00:00:00,,,False
PO000328,G000000327,SUP002,61,273.37,16675.57,received,2025-12-11 00:00:00,2025-12-12 00:00:00,2026-01-03 00:00:00,False
PO000329,G000000328,SUP007,234,116.94,27363.96,received,2025-01-29 00:00:00,2025-01-31 00:00:00,2025-03-11 00:00:00,False
PO000330,G000000329,SUP004,427,413.63,176620.01,received,2025-10-23 00:00:00,2025-10-28 00:00:00,2025-11-24 00:00:00,False
PO000331,G000000330,SUP003,348,241.74,84125.52,received,2025-05-21 00:00:00,2025-05-22 00:00:00,2025-07-03 00:00:00,False
PO000332,G000000331,SUP012,476,91.18,43401.68,approved,2025-10-12 00:00:00,2025-10-16 00:00:00,,True
PO000333,G000000332,SUP006,492,294.84,145061.28,received,2025-09-26 00:00:00,2025-09-29 00:00:00,2025-11-01 00:00:00,False
PO000334,G000000333,SUP005,202,94.99,19187.98,received,2025-05-04 00:00:00,2025-05-06 00:00:00,2025-06-01 00:00:00,False
PO000335,G000000334,SUP003,422,216.42,91329.24,received,2025-07-31 00:00:00,2025-08-04 00:00:00,2025-09-15 00:00:00,False
PO000336,G000000335,SUP007,134,125.92,16873.28,received,2025-02-10 00:00:00,2025-02-14 00:00:00,2025-03-16 00:00:00,True
PO000337,G000000336,SUP012,434,97.86,42471.24,received,2025-12-11 00:00:00,2025-12-16 00:00:00,2026-01-30 00:00:00,True
PO000338,G000000337,SUP002,106,365.02,38692.12,received,2025-12-10 00:00:00,2025-12-15 00:00:00,2026-01-04 00:00:00,False
PO000339,G000000338,SUP006,165,431.3,71164.5,received,2025-04-08 00:00:00,2025-04-09 00:00:00,2025-05-16 00:00:00,False
PO000340,G000000339,SUP012,319,321.14,102443.66,received,2025-05-03 00:00:00,2025-05-08 00:00:00,2025-06-04 00:00:00,False
PO000341,G000000340,SUP007,248,247.14,61290.72,received,2025-05-14 00:00:00,2025-05-17 00:00:00,2025-06-25 00:00:00,False
PO000342,G000000341,SUP008,60,364.23,21853.8,approved,2025-06-13 00:00:00,2025-06-15 00:00:00,,False
PO000343,G000000342,SUP007,33,259.7,8570.1,received,2025-03-16 00:00:00,2025-03-17 00:00:00,2025-04-09 00:00:00,False
PO000344,G000000343,SUP010,306,328.21,100432.26,received,2025-04-11 00:00:00,2025-04-14 00:00:00,2025-05-05 00:00:00,False
PO000345,G000000344,SUP004,265,254.53,67450.45,draft,2025-06-22 00:00:00,,,False
PO000346,G000000345,SUP008,380,294.14,111773.2,received,2025-03-28 00:00:00,2025-03-31 00:00:00,2025-04-17 00:00:00,False
PO000347,G000000346,SUP009,260,95.06,24715.6,draft,2025-11-25 00:00:00,,,False
PO000348,G000000347,SUP009,27,379.99,10259.73,received,2025-12-09 00:00:00,2025-12-10 00:00:00,2025-12-17 00:00:00,False
PO000349,G000000348,SUP011,128,44.57,5704.96,received,2025-04-22 00:00:00,2025-04-27 00:00:00,2025-06-02 00:00:00,False
PO000350,G000000349,SUP010,336,305.04,102493.44,approved,2025-09-05 00:00:00,2025-09-09 00:00:00,,True
PO000351,G000000350,SUP009,292,193.93,56627.56,received,2025-05-21 00:00:00,2025-05-26 00:00:00,2025-06-20 00:00:00,True
PO000352,G000000351,SUP012,355,202.3,71816.5,draft,2025-04-02 00:00:00,,,True
PO000353,G000000352,SUP002,278,79.77,22176.06,received,2025-09-27 00:00:00,2025-09-30 00:00:00,2025-10-29 00:00:00,True
PO000354,G000000353,SUP007,50,177.28,8864.0,received,2025-10-17 00:00:00,2025-10-19 00:00:00,2025-11-09 00:00:00,True
PO000355,G000000354,SUP002,344,446.38,153554.72,approved,2025-01-17 00:00:00,2025-01-18 00:00:00,,False
PO000356,G000000355,SUP007,292,222.06,64841.52,approved,2025-03-29 00:00:00,2025-03-30 00:00:00,,False
PO000357,G000000356,SUP007,340,356.2,121108.0,received,2025-02-18 00:00:00,2025-02-23 00:00:00,2025-03-04 00:00:00,True
PO000358,G000000357,SUP012,464,261.55,121359.2,received,2025-02-08 00:00:00,2025-02-11 00:00:00,2025-03-24 00:00:00,False
PO000359,G000000358,SUP001,101,419.01,42320.01,received,2025-04-17 00:00:00,2025-04-22 00:00:00,2025-05-08 00:00:00,False
PO000360,G000000359,SUP012,430,188.26,80951.8,received,2025-03-25 00:00:00,2025-03-30 00:00:00,2025-04-21 00:00:00,False
PO000361,G000000360,SUP007,356,404.99,144176.44,received,2025-03-13 00:00:00,2025-03-14 00:00:00,2025-04-22 00:00:00,False
PO000362,G000000361,SUP006,37,57.49,2127.13,received,2025-02-08 00:00:00,2025-02-11 00:00:00,2025-03-28 00:00:00,False
PO000363,G000000362,SUP010,213,436.48,92970.24,received,2025-11-21 00:00:00,2025-11-24 00:00:00,2025-12-29 00:00:00,False
PO000364,G000000363,SUP006,293,424.4,124349.2,received,2025-12-15 00:00:00,2025-12-20 00:00:00,2026-01-20 00:00:00,False
PO000365,G000000364,SUP010,161,362.15,58306.15,approved,2025-02-12 00:00:00,2025-02-15 00:00:00,,True
PO000366,G000000365,SUP012,411,290.75,119498.25,approved,2025-06-12 00:00:00,2025-06-15 00:00:00,,True
PO000367,G000000366,SUP001,492,149.1,73357.2,received,2025-05-19 00:00:00,2025-05-20 00:00:00,2025-06-04 00:00:00,False
PO000368,G000000367,SUP007,239,257.29,61492.31,received,2025-02-22 00:00:00,2025-02-23 00:00:00,2025-03-07 00:00:00,False
PO000369,G000000368,SUP002,315,275.15,86672.25,received,2025-07-17 00:00:00,2025-07-18 00:00:00,2025-08-12 00:00:00,False
PO000370,G000000369,SUP002,381,406.99,155063.19,draft,2025-05-05 00:00:00,,,False
PO000371,G000000370,SUP003,360,180.62,65023.2,received,2025-06-04 00:00:00,2025-06-07 00:00:00,2025-07-15 00:00:00,True
PO000372,G000000371,SUP003,232,135.04,31329.28,received,2025-02-09 00:00:00,2025-02-12 00:00:00,2025-03-07 00:00:00,False
PO000373,G000000372,SUP012,330,230.67,76121.1,approved,2025-08-23 00:00:00,2025-08-24 00:00:00,,True
PO000374,G000000373,SUP001,495,187.13,92629.35,approved,2025-07-14 00:00:00,2025-07-17 00:00:00,,False
PO000375,G000000374,SUP007,427,373.24,159373.48,approved,2025-11-01 00:00:00,2025-11-03 00:00:00,,True
PO000376,G000000375,SUP010,495,317.45,157137.75,received,2025-04-01 00:00:00,2025-04-05 00:00:00,2025-05-02 00:00:00,True
PO000377,G000000376,SUP012,334,228.59,76349.06,received,2025-05-05 00:00:00,2025-05-08 00:00:00,2025-06-08 00:00:00,True
PO000378,G000000377,SUP007,196,64.54,12649.84,received,2025-10-31 00:00:00,2025-11-05 00:00:00,2025-11-23 00:00:00,False
PO000379,G000000378,SUP009,23,429.56,9879.88,received,2025-04-18 00:00:00,2025-04-22 00:00:00,2025-05-17 00:00:00,False
PO000380,G000000379,SUP002,429,383.79,164645.91,approved,2025-12-11 00:00:00,2025-12-15 00:00:00,,True
PO000381,G000000380,SUP005,133,124.92,16614.36,received,2025-08-05 00:00:00,2025-08-09 00:00:00,2025-08-20 00:00:00,False
PO000382,G000000381,SUP010,255,268.28,68411.4,received,2025-08-03 00:00:00,2025-08-08 00:00:00,2025-08-17 00:00:00,False
PO000383,G000000382,SUP006,369,404.54,149275.26,received,2025-11-23 00:00:00,2025-11-24 00:00:00,2025-12-07 00:00:00,False
PO000384,G000000383,SUP011,350,169.43,59300.5,approved,2025-01-23 00:00:00,2025-01-28 00:00:00,,False
PO000385,G000000384,SUP011,341,188.83,64391.03,approved,2025-08-09 00:00:00,2025-08-10 00:00:00,,True
PO000386,G000000385,SUP005,123,237.14,29168.22,received,2025-10-25 00:00:00,2025-10-30 00:00:00,2025-11-20 00:00:00,False
PO000387,G000000386,SUP007,247,350.97,86689.59,received,2025-09-14 00:00:00,2025-09-16 00:00:00,2025-10-15 00:00:00,False
PO000388,G000000387,SUP008,63,143.51,9041.13,draft,2025-02-13 00:00:00,,,False
PO000389,G000000388,SUP012,82,166.52,13654.64,received,2025-04-16 00:00:00,2025-04-21 00:00:00,2025-05-28 00:00:00,True
PO000390,G000000389,SUP002,234,329.07,77002.38,received,2025-02-04 00:00:00,2025-02-07 00:00:00,2025-02-16 00:00:00,False
PO000391,G000000390,SUP002,21,384.39,8072.19,approved,2025-12-13 00:00:00,2025-12-15 00:00:00,,False
PO000392,G000000391,SUP012,134,239.46,32087.64,received,2025-06-19 00:00:00,2025-06-24 00:00:00,2025-07-28 00:00:00,False
PO000393,G000000392,SUP004,418,191.2,79921.6,received,2025-11-24 00:00:00,2025-11-28 00:00:00,2025-12-30 00:00:00,True
PO000394,G000000393,SUP010,462,100.84,46588.08,received,2025-07-19 00:00:00,2025-07-20 00:00:00,2025-08-09 00:00:00,True
PO000395,G000000394,SUP012,424,361.26,153174.24,received,2025-10-02 00:00:00,2025-10-04 00:00:00,2025-11-03 00:00:00,True
PO000396,G000000395,SUP008,68,129.12,8780.16,draft,2025-09-28 00:00:00,,,False
PO000397,G000000396,SUP006,315,184.06,57978.9,received,2025-02-28 00:00:00,2025-03-03 00:00:00,2025-04-01 00:00:00,False
PO000398,G000000397,SUP010,98,368.98,36160.04,approved,2025-06-02 00:00:00,2025-06-07 00:00:00,,False
PO000399,G000000398,SUP011,78,151.24,11796.72,received,2025-03-01 00:00:00,2025-03-03 00:00:00,2025-04-02 00:00:00,False
PO000400,G000000399,SUP009,208,196.93,40961.44,received,2025-07-16 00:00:00,2025-07-20 00:00:00,2025-08-07 00:00:00,False
PO000401,G000000400,SUP009,365,414.84,151416.6,draft,2025-03-30 00:00:00,,,False
PO000402,G000000401,SUP008,157,76.03,11936.71,received,2025-08-19 00:00:00,2025-08-24 00:00:00,2025-09-03 00:00:00,False
PO000403,G000000402,SUP001,258,74.39,19192.62,approved,2025-10-15 00:00:00,2025-10-20 00:00:00,,False
PO000404,G000000403,SUP007,360,228.9,82404.0,approved,2025-08-16 00:00:00,2025-08-20 00:00:00,,True
PO000405,G000000404,SUP010,25,361.21,9030.25,received,2025-01-17 00:00:00,2025-01-20 00:00:00,2025-02-10 00:00:00,False
PO000406,G000000405,SUP003,409,213.93,87497.37,approved,2025-09-11 00:00:00,2025-09-16 00:00:00,,False
PO000407,G000000406,SUP010,68,131.53,8944.04,received,2025-07-07 00:00:00,2025-07-12 00:00:00,2025-07-21 00:00:00,False
PO000408,G000000407,SUP008,289,110.07,31810.23,received,2025-12-01 00:00:00,2025-12-03 00:00:00,2025-12-29 00:00:00,False
PO000409,G000000408,SUP001,240,129.32,31036.8,draft,2025-02-14 00:00:00,,,False
PO000410,G000000409,SUP002,407,368.17,149845.19,received,2025-10-29 00:00:00,2025-11-01 00:00:00,2025-12-05 00:00:00,True
PO000411,G000000410,SUP003,411,104.88,43105.68,received,2025-01-31 00:00:00,2025-02-05 00:00:00,2025-03-06 00:00:00,False
PO000412,G000000411,SUP010,285,88.24,25148.4,draft,2025-05-30 00:00:00,,,True
PO000413,G000000412,SUP005,497,388.24,192955.28,draft,2025-12-14 00:00:00,,,False
PO000414,G000000413,SUP003,394,356.78,140571.32,draft,2025-05-22 00:00:00,,,False
PO000415,G000000414,SUP003,369,391.74,144552.06,received,2025-06-14 00:00:00,2025-06-16 00:00:00,2025-07-18 00:00:00,False
PO000416,G000000415,SUP010,333,131.89,43919.37,received,2025-08-20 00:00:00,2025-08-21 00:00:00,2025-09-02 00:00:00,False
PO000417,G000000416,SUP012,152,317.2,48214.4,draft,2025-08-21 00:00:00,,,False
PO000418,G000000417,SUP006,307,16.08,4936.56,approved,2025-02-17 00:00:00,2025-02-21 00:00:00,,False
PO000419,G000000418,SUP012,193,384.8,74266.4,approved,2025-07-23 00:00:00,2025-07-25 00:00:00,,False
PO000420,G000000419,SUP004,263,131.81,34666.03,approved,2025-06-22 00:00:00,2025-06-27 00:00:00,,False
PO000421,G000000420,SUP010,446,226.12,100849.52,received,2025-12-16 00:00:00,2025-12-17 00:00:00,2025-12-26 00:00:00,True
PO000422,G000000421,SUP008,18,69.04,1242.72,draft,2025-08-14 00:00:00,,,False
PO000423,G000000422,SUP007,113,448.13,50638.69,draft,2025-11-29 00:00:00,,,True
PO000424,G000000423,SUP005,57,299.75,17085.75,received,2025-07-10 00:00:00,2025-07-12 00:00:00,2025-07-22 00:00:00,False
PO000425,G000000424,SUP005,381,319.26,121638.06,received,2025-12-02 00:00:00,2025-12-03 00:00:00,2025-12-16 00:00:00,True
PO000426,G000000425,SUP008,49,72.72,3563.28,received,2025-12-15 00:00:00,2025-12-19 00:00:00,2025-12-26 00:00:00,True
PO000427,G000000426,SUP006,428,67.46,28872.88,draft,2025-03-09 00:00:00,,,False
PO000428,G000000427,SUP004,206,53.86,11095.16,approved,2025-02-22 00:00:00,2025-02-25 00:00:00,,False
PO000429,G000000428,SUP005,80,181.48,14518.4,approved,2025-03-10 00:00:00,2025-03-12 00:00:00,,True
PO000430,G000000429,SUP010,14,280.49,3926.86,received,2025-06-29 00:00:00,2025-07-01 00:00:00,2025-07-17 00:00:00,False
PO000431,G000000430,SUP010,361,207.44,74885.84,received,2025-02-21 00:00:00,2025-02-23 00:00:00,2025-03-09 00:00:00,False
PO000432,G000000431,SUP007,189,434.01,82027.89,received,2025-03-13 00:00:00,2025-03-15 00:00:00,2025-04-08 00:00:00,False
PO000433,G000000432,SUP004,293,276.43,80993.99,approved,2025-05-26 00:00:00,2025-05-27 00:00:00,,False
PO000434,G000000433,SUP011,458,146.22,66968.76,received,2025-09-18 00:00:00,2025-09-20 00:00:00,2025-10-22 00:00:00,False
PO000435,G000000434,SUP001,411,405.59,166697.49,draft,2025-09-11 00:00:00,,,False
PO000436,G000000435,SUP004,265,292.57,77531.05,received,2025-01-07 00:00:00,2025-01-10 00:00:00,2025-02-06 00:00:00,False
PO000437,G000000436,SUP010,225,173.95,39138.75,approved,2025-08-30 00:00:00,2025-08-31 00:00:00,,True
PO000438,G000000437,SUP002,17,129.05,2193.85,received,2025-01-31 00:00:00,2025-02-04 00:00:00,2025-03-15 00:00:00,True
PO000439,G000000438,SUP012,266,348.69,92751.54,received,2025-07-25 00:00:00,2025-07-26 00:00:00,2025-09-05 00:00:00,False
